clean_text,Emotion_predicted,Emotion_actual
n o   t e x t,anger,sadness
sale market test business model pinpoint strength weakness dunn,sadness,sadness
phone find lose googlemaps blondmoment,sadness,sadness
sonicsatam serious dark aosth like super goofy looney toonie degree,sadness,sadness
everyone need find recovery friend stay sober weekend rebostreatment blvdcenters,sadness,sadness
pout,sadness,sadness
dull nail go look perfect whole time except go grow,sadness,sadness
n o   t e x t,anger,sadness
human follow become instantly cool,joy,sadness
wind optimist expect change realist adjust sail william arthur ward ignite,sadness,sadness
italian cream whilst rest tire paw honey flavour naturally furrytails lose venice,joy,sadness
walker xbox spend time dashboard dark humor funny,sadness,sadness
give friend lose laptop mourn give laptop charger extra battery,sadness,sadness
unless emojis,joy,sadness
drama nfrom forest music series nature dark photography finland,sadness,sadness
eye stay glue monitor turn away anything,sadness,sadness
delusional pessimism always delusional alan cohen believe,sadness,sadness
sink whole estate paltry bribe single apple proud ancestry,sadness,sadness
forest wibbly wobbly pine plantation,sadness,sadness
powerful respect high quality high frequency speaker extra desolate relate fire,joy,sadness
put best mood,sadness,sadness
function today little know stay sober last night could shit face tonight,sadness,sadness
record turn twelve today change preppy middle school heart desolate punk rock desert forever grateful,sadness,sadness
chris pine stans love tone anything sweet summer child attack anyone hurt,sadness,sadness
inspiration rest work stephen king author serious writingtip,sadness,sadness
hotel pack picnic lunch take road bettertogether redlizzy newfiechic ladybug,anger,sadness
frown upside,sadness,sadness
noise akame open eye face juvia expect someone around staid,sadness,sadness
blue red well obviously battleground state would,sadness,sadness
horror creepy dark stange story fan followme followback,sadness,sadness
bridge rameltonwhatson sept blue rhythmandblues ramelton donegal,sadness,sadness
rainy head creative lose think kind create,joy,sadness
card play cub road,sadness,sadness
root rest fruit,joy,sadness
girl attract look like,sadness,sadness
cheap inexpensive time spend earn lackadaisical dreamer,sadness,sadness
guest nfri blue free tunbridgewells,sadness,sadness
intermediary require info project owner mail,joy,sadness
center beaconny vickie raabin chris raabe blue soul localmotionwvkr hiddencitiesnyc,sadness,sadness
blue rock band music heart nwith soul passion,sadness,sadness
good book dreary beat,sadness,sadness
make day throw demon sober clean start recovery sobriety,sadness,sadness
use camera star trail eyepiece projection,sadness,sadness
quiet trouble restless heart bring peace weary soul eliminate hopelessness addiction,sadness,sadness
difficulty every opportunity optimist see opportunity every difficulty winston churchill quote,sadness,sadness
n o   t e x t,anger,sadness
yeah take serious,sadness,sadness
terrify discourage lord wherever,sadness,sadness
begin nerdshow compel dark,sadness,sadness
white really funny story tell sober,sadness,sadness
butler class financial management start great relevant class discussion movie sink cost,sadness,sadness
moon fact dark ngerry driscoll dark side moon,joy,sadness
artist announcement look good bluesfest music byronbay,sadness,sadness
song chavs sober,sadness,sadness
night bright solemn face light smile totemprince believe,joy,sadness
early overwhelm keep read card well,sadness,sadness
lethalweapon funny,joy,sadness
cause travis scott,sadness,sadness
patient affliction faithful prayer roman,joy,sadness
trust lord find strength nthey soar high wing like eagle nthey grow weary,sadness,sadness
still sane still life help lose find love eachother,joy,sadness
specialist revneverend serious title,sadness,sadness
win pine worry get drink saturday night,sadness,sadness
understand serious fall idea store,sadness,sadness
heaviness leave hand look every single time notusedtoit imafianc,sadness,sadness
true game rich,sadness,sadness
cedeno yeah want become obese afford think serious haha,sadness,sadness
sajedhariri varsity pine rid,sadness,sadness
selfies happy unhappy absolutely amaze,sadness,sadness
mucho kate sober,sadness,sadness
novel award promo bless dewayne hyatt hippie love grind blue florida,sadness,sadness
lake come guy stay,sadness,sadness
samundomiel course happy hentai gloomy,sadness,sadness
pbwritersroom linc sink,sadness,sadness
relax massage chill cucumber place frown,sadness,sadness
long nmade drink strong nfeeling foot tall nropes swing water middle night,joy,sadness
curly hair,joy,sadness
girl attract look like serious,sadness,sadness
steak wine lime pine cuddle turn around stressful wednesday,sadness,sadness
music tonight blue moonshinesociety thehamiltondc loft start freeindcblog wtopfreebies,sadness,sadness
stop mournful chill,joy,sadness
fanfiction like lose housemd tvshow link,joy,sadness
radio film lot fan pond wale,joy,sadness
goodness bake brighten weary wednesday gbbo,sadness,sadness
arm york ntomorrow bank tavern oldham nnext saturday hand manchester livemusic punk blue rockandroll,sadness,sadness
show love think compassion do cloud,joy,sadness
text,joy,sadness
trump dismal performance upcoming debate easy hillary,sadness,sadness
risotto sage pine nut,sadness,sadness
choose point dwell dark ignore light star,sadness,sadness
chirpy springequinox pensive sister autumnequinox perfect however express thebeautyofbalance,sadness,sadness
prime would like help girl serious,sadness,sadness
walker xbox spend time dashboard humor funny,joy,sadness
back best good player lose,joy,sadness
blue would love nice tshirt vote pedro,sadness,sadness
tree pine tree nnothing cross pollinate deciduous coniferous tree,sadness,sadness
twitter savvy real life facebook person help gain follower blog selfhelp,joy,sadness
fight laugh probably serious ingrain issue,sadness,sadness
yeye sucker bright yellow pink blue come color background haa,sadness,sadness
moment talk nell,sadness,sadness
moment,sadness,sadness
funny picoftheday random laugh chair despair funnypics virgin cafe,joy,sadness
tournament chair award serious,joy,sadness
look super pretty bronzy glowy nude makeup look black would pretty dark,sadness,sadness
player lan next year need serious player,joy,sadness
support always eliza neals rock blue music friend,sadness,sadness
much home stun happy think sink,sadness,sadness
n o   t e x t,anger,sadness
pretty love background purple highlight dull color great,sadness,sadness
artist announcement look good bluesfest blue music byronbay,sadness,sadness
pesto pasta top grill chicken dry tomato asparagus pine nut every single life,sadness,sadness
